Facility Name,Address Line 1,City/Town,State,ZIP Code,Beliefs & Values Addressed (if desired by the patient),"Burdensome transitions, Type 1 (% live discharges)","Burdensome transitions, Type 2 (% live discharges)",CHC/GIP provided (% days),Early live discharges (% live discharges),Gaps in nursing visits (% elections),Hospice Care Index Overall Score,Hospice Visits in the Last Days of Life,Hospice and Palliative Care Composite Process Measure,Hospice and Palliative Care Dyspnea Screening,Hospice and Palliative Care Dyspnea Treatment,Hospice and Palliative Care Pain Assessment,Hospice and Palliative Care Pain Screening,Hospice and Palliative Care Treatment Preferences,Late live discharges (% live discharges),Nurse care minutes per routine home care days (minutes),Patient Treated with an Opioid Who Are Given a Bowel Regimen,Per-beneficiary spending (U.S. dollars $),Skilled nursing minutes on weekends (% minutes),Visits near death (% decedents)
"BETTER DAYS PALLIATIVE & HOSPICE CARE, LLC",4002 HIGHLAND VALE COURT,FRESNO,TX,77545,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BETTER LIFE HOSPICE,3901 FOOTHILL BLVD SUITE 102,LA CRESCENTA,CA,91214,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"BEVERLY HOSPICE CARE, INC.",6931 VAN NUYS BLVD SUITE 332B,VAN NUYS ,CA,91405,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"BEWELL HOSPICE CARE, INC",6454 VAN NUYS BLVD SUITE 3,VAN NUYS,CA,91401,Not Available,8.3,4.2,0.7,0.0,46.7,10.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,29.2,12.5,Not Available,"24,929",16.1,100
BEXAR HOSPICE,10408 BRANCH CREST,SAN ANTONIO,TX,78245,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BEYOND HOSPICE,6025 UPPER 35TH ST NORTH,OAKDALE,MN,55128,100.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,98.4,100.0,100.0,100.0,99.2,100.0,Not Available,Not Available,97.2,Not Available,Not Available,Not Available
"BEYOND HOSPICE & PALLIATIVE CARE, LLC","903 COVE CREST TRAIL,",FRESNO,TX,77545,Not Available,0.0,0.0,0.0,0.0,92.7,5.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,62.4,5.9,Not Available,"19,849",6.6,0.0
"BEYOND LIFE HOSPICE, INC",21049 DEVONSHIRE ST. SUITE 201B,CHATSWORTH,CA,91311,100.0,5.9,0.0,1.0,5.9,73.9,9.0,Not Available,95.0,100.0,Not Available,Not Available,100.0,100.0,23.5,9.9,Not Available,"16,652",12.8,72.7
BEYONDFAITH HOSPICE LLC,604 OAK STREET SUITE 105,GRAHAM,TX,76450,100.0,20.0,0.0,0.3,0.0,29.4,9.0,81.9,95.4,100.0,100.0,93.5,100.0,100.0,26.7,11.6,100.0,"16,503",7.0,97.1
BEYONDFAITH HOSPICE OF LUBBOCK LLC,4523 114TH ST,LUBBOCK,TX,79424,100.0,7.7,12.8,0.0,10.3,44.0,8.0,70.3,83.7,100.0,98.3,78.1,98.8,100.0,43.6,8.0,100.0,"21,258",6.1,96.3
BEYONDFAITH HOSPICE OF WICHITA FALLS LLC,1702 KELL BLVD,WICHITA FALLS,TX,76301,100.0,8.7,0.0,0.1,17.4,39.4,9.0,78.7,97.4,99.4,100.0,98.4,99.4,100.0,39.1,10.9,100.0,"16,744",5.9,96.3
"BEYONDFAITH HOSPICE, LLC",950 HILLTOP,WEATHERFORD,TX,76086,100.0,18.8,0.0,0.2,3.1,46.8,9.0,80.1,91.1,100.0,95.3,87.8,100.0,100.0,37.5,11.1,100.0,"20,389",9.7,96.8
BIG BEND HOSPICE INC,1723 MAHAN CENTER BLVD,TALLAHASSEE,FL,32308,99.8,2.8,2.4,1.7,9.3,80.8,10.0,47.5,98.3,99.6,99.4,99.3,99.7,99.9,30.0,10.1,99.1,"13,897",7.4,94.0
BIG HEARTS HOSPICE CARE,"9812 OLD WINERY PLACE, SUITE 4",SACRAMENTO,CA,95827,100.0,8.8,0.0,0.0,5.9,56.5,7.0,Not Available,84.6,100.0,Not Available,Not Available,100.0,100.0,32.4,11.5,Not Available,"48,581",22.4,64.3
BIG HEARTS HOSPICE CORP.,14349 VICTORY BLVD STE 304,VAN NUYS,CA,91401,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BIG SKY HOSPICE,1900 SOUTH RESERVE STREET,MISSOULA,MT,59801,98.8,0.0,9.5,0.0,4.8,75.3,9.0,63.6,96.4,98.8,100.0,100.0,97.6,100.0,42.9,11.7,100.0,"13,430",5.8,92.3
BILLET HOSPICE INC- BULLHEAD CITY,"1954 AZ-95, SUITE 2B",BULLHEAD CITY,AZ,86442,100.0,0.0,0.0,0.0,14.3,40.7,8.0,53.2,87.7,100.0,95.3,88.9,95.9,100.0,28.6,15.8,Not Available,"13,834",6.5,97.3
BILLET HOSPICE INC- PEORIA,"6718 WEST GREENWAY ROAD, SUITE 205",PEORIA,AZ,85381,95.8,7.3,2.4,0.0,7.3,65.3,10.0,48.6,82.5,95.0,89.1,100.0,95.8,100.0,22.0,11.0,85.7,"19,219",6.6,94.9
"BILLET HOSPICE, INC - LAS VEGAS ","726 E SAHARA AVE, SUITE 2",LAS VEGAS,NV,89104,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"BILLET HOSPICE, INC - PHOENIX",5540 WEST GLENDALE AVE SUITE C205,GLENDALE,AZ,85301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BIRDIE HOSPICE,404 N. BRYANT AVE,SHERMAN,TX,75092,98.2,16.7,4.2,0.0,0.0,42.6,8.0,71.8,91.2,100.0,96.1,96.1,100.0,100.0,25.0,6.7,93.1,"23,090",5.6,92.9
BITTERROOT HEALTH - HOSPICE,1200 WESTWOOD DR,HAMILTON,MT,59840,98.6,3.1,3.1,0.0,9.4,10.9,9.0,61.8,95.9,100.0,94.4,100.0,100.0,100.0,25.0,12.2,Not Available,"8,242",6.8,97.7
BJC HOSPICE,"2220 S STATE ROUTE 157, STE 300",GLEN CARBON,IL,62034,100.0,5.0,2.5,1.6,8.3,45.8,10.0,51.2,99.9,100.0,100.0,100.0,99.9,100.0,28.9,13.3,100.0,"9,213",7.0,91.3
BJC HOSPICE,"670 MASON RIDGE CENTER DRIVE, STE 300",SAINT LOUIS,MO,63141,100.0,8.7,2.2,5.6,11.7,44.4,10.0,56.2,99.6,99.9,99.9,99.7,99.9,100.0,32.6,16.1,100.0,"8,277",12.5,95.4
"BLENDSHIP, INC",222 N. MOUNTAIN AVE. SUITE 209,UPLAND,CA,91786,100.0,23.5,5.9,0.2,5.9,72.4,8.0,Not Available,92.0,100.0,Not Available,Not Available,100.0,100.0,41.2,10.4,Not Available,"22,900",8.5,84.0
BLESS CARE HOSPICE INC,726 W BROADWAY UNIT/SUITE B,GLENDALE,CA,91204,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BLESSED CARE HOSPICE INC,7301 TOPANGA CANYON BLVD SUITE 359,CANOGA PARK,CA,91303,100.0,0.6,0.6,0.0,1.8,78.5,8.0,Not Available,98.6,100.0,100.0,100.0,98.6,100.0,38.6,9.9,Not Available,"25,210",15.8,72.7
"BLESSED HANDS HOSPICE & PALLIATIVE CARE, INC.",7906 GRACE CT,ROSENBERG,TX,77469,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BLESSED HANDS HOSPICE INC,4045 N FRESNO STREET,FRESNO,CA,93726,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"BLESSED HOPE HOSPICE, INC","2619 S WATERMAN AVE, SUITE D",SAN BERNARDINO,CA,92408,100.0,14.3,2.4,0.1,2.4,93.9,6.0,0.0,93.2,100.0,100.0,Not Available,100.0,100.0,45.2,5.5,Not Available,"27,068",12.9,45.8
BLESSED HOSPICE CALIFORNIA INC,"4540 KEARNY VILLA ROAD, SUITE 105",SAN DIEGO,CA,92123,99.1,5.6,0.0,0.2,2.8,78.9,8.0,9.1,87.0,99.1,100.0,100.0,97.2,99.1,36.1,5.9,Not Available,"22,508",14.3,45.2
BLESSING HOSPICE,5011 OAK STREET,QUINCY,IL,62305,100.0,0.0,0.0,3.0,12.2,34.8,10.0,76.4,98.2,100.0,99.8,100.0,100.0,100.0,14.6,16.2,97.0,"5,346",9.8,97.9
BLISS HOSPICE LLC,2550 WEST UNION HILLS DRIVE #350 - OFFICE 366,PHOENIX,AZ,85027,100.0,7.9,0.0,0.0,1.1,74.7,9.0,41.6,88.7,100.0,94.1,100.0,94.0,100.0,61.8,10.8,Not Available,"19,674",4.6,81.6
BLISS HOSPICE LLC,2735 VILLA CREEK DRIVE SUITE 130B,DALLAS,TX,75234,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"BLISS HOSPICE, INC","13746 VICTORY BLVD, STE 318",VAN NUYS,CA,91401,100.0,5.2,2.6,0.0,0.0,37.3,8.0,Not Available,95.7,100.0,97.7,100.0,100.0,100.0,85.7,13.0,Not Available,"53,790",17.5,81.8
BLOOM HOSPICE,12600 W COLFAX AVE,LAKEWOOD,CO,80215,100.0,5.2,3.1,0.0,3.1,25.5,10.0,73.5,99.2,100.0,99.6,97.5,99.8,100.0,38.1,18.3,100.0,"15,850",8.1,97.5
"BLOOM HOSPICE, LLC","5901 CHASE RD, SUITE 210A",DEARBORN,MI,48126,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BLOOMING LIFE HOSPICE,14545 FRIAR ST SUITE 205L,VAN NUYS,CA,91411,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"BLOOMING ROSE HOSPICE, INC.",3089 N LIMA ST  UNIT C,BURBANK,CA,91504,98.9,5.3,5.3,4.1,15.8,46.8,8.0,4.9,70.3,98.9,92.5,52.5,98.9,98.9,15.8,20.1,Not Available,"14,726",20.5,82.2
BLOSSOM CARE HOSPICE INC,11030 ARROW ROUTE SUITE 210,RANCHO CUCAMONGA,CA,91730,100.0,4.1,1.0,0.0,3.1,79.6,9.0,4.0,97.3,100.0,100.0,96.0,100.0,100.0,45.4,11.6,Not Available,"32,193",8.7,90.0
BLOSSOM RIDGE HOSPICE,"520 9TH STREET, SUITE 240",SACRAMENTO,CA,95814,100.0,6.4,4.3,0.0,16.0,27.5,8.0,49.7,99.4,100.0,100.0,99.0,100.0,100.0,38.3,15.1,100.0,"23,019",8.1,94.5
BLOUNT MEMORIAL HOSPITAL HOSPICE,1095 EAST LAMAR ALEXANDER PARKWAY,MARYVILLE,TN,37804,99.7,7.8,5.9,0.0,7.8,24.7,8.0,77.6,98.6,99.3,100.0,100.0,100.0,100.0,23.5,19.7,97.4,"10,897",7.0,97.1
BLUE BONNET HOSPICE,9950 WESTPARK DR STE 646,HOUSTON,TX,77063,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BLUE BONNET PALLIATIVE CARE PLLC,12111 RANCH RD 12 SPACE 114,WIMBERLEY,TX,78676,Not Available,8.3,0.0,0.0,8.3,31.8,9.0,57.9,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,66.7,15.2,Not Available,"25,547",15.0,94.6
"BLUE BUTTERFLY HOSPICE, INC",21049 DEVONSHIRE STREET SUITE 103A,CHATSWORTH,CA,91311,100.0,5.9,5.9,1.3,8.8,81.0,9.0,Not Available,95.7,100.0,97.7,97.3,100.0,100.0,26.5,11.3,Not Available,"26,054",17.2,82.5
BLUE CROSS HOSPICE,"4605 LANKERSHIM BLVD, SUITE 305",N HOLLYWOOD,CA,91602,98.4,1.1,1.1,0.0,1.1,33.6,9.0,Not Available,93.4,100.0,98.2,97.9,100.0,100.0,45.7,11.0,Not Available,"30,989",14.7,80.0
BLUE HAVEN HOSPICE CARE INC,4150 WEST  PEORIA AVE STE B114B,PHOENIX,AZ,85029,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"BLUE HEIGHTS HOSPICE, LLC","3925 N MARTIN LUTHER KING BLVD, SUITE 124",N LAS VEGAS,NV,89032,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BLUE HORIZON HOSPICE,400 SOUTH FARRELL DRIVE,PALM SPRINGS,CA,92262,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BLUE HORIZONS HOSPICE OF LAREDO,15418 NACOGDOCHES RD,SAN ANTONIO,TX,78247,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BLUE MONARCH HOSPICE,7220 TRADE ST. SUITE 245,SAN DIEGO,CA,92121,100.0,12.2,0.0,0.2,9.8,56.5,10.0,26.7,92.2,100.0,97.7,77.1,100.0,100.0,46.3,12.3,Not Available,"17,760",7.9,84.2
BLUE MOUNTAIN HOSPICE,422 WEST MAIN STREET,JOHN DAY,OR,97845,93.3,0.0,0.0,0.2,0.0,59.5,9.0,52.9,68.9,100.0,Not Available,59.1,100.0,100.0,21.4,9.2,Not Available,"8,802",2.4,85.4
"BLUE PACIFIC HOSPICE CARE, INC","2920 W OLIVE AVE, SUITE 216",BURBANK,CA,91505,100.0,7.5,0.0,0.6,1.9,48.8,7.0,Not Available,93.8,100.0,100.0,Not Available,100.0,100.0,73.6,9.5,Not Available,"50,245",16.7,40.0
BLUE RIBBON HOSPICE INC,"1341 W MOCKINGBIRD LANE, SUITE 600W, OFFICE 627",DALLAS,TX,75247,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"BLUE RIBBON HOSPICE, INC","187 EAST WILBUR ROAD, SUITE 9",THOUSAND OAKS,CA,91360,100.0,0.0,0.0,0.0,0.0,84.1,6.0,Not Available,100.0,100.0,100.0,100.0,100.0,100.0,47.8,53.4,Not Available,"33,215",84.0,66.7
"BLUE RIDGE HOSPICE, INC","1558 MARIETTA HIGHWAY, SUITE 210",CANTON,GA,30114,62.5,6.5,3.2,0.0,3.2,91.8,7.0,Not Available,3.1,59.4,Not Available,Not Available,21.9,37.5,16.1,7.6,Not Available,"12,817",4.7,75.0
"BLUE RIDGE HOSPICE, INC","333 WEST CORK ST, SUITE 405",WINCHESTER,VA,22601,99.9,3.7,0.9,1.4,4.9,76.6,10.0,53.6,99.8,100.0,99.9,99.8,100.0,99.9,44.8,11.9,99.8,"12,556",9.3,91.8
"BLUE RIVER HOSPICE, INC",171 N ALTADENA DR SUITE 235,PASADENA,CA,91107,100.0,0.0,0.0,0.0,0.0,100,8.0,Not Available,93.5,100.0,97.4,Not Available,100.0,100.0,44.4,7.7,Not Available,"25,967",17.4,87.5
BLUE ROSE HOSPICE AND PALLIATIVE CARE INC,7322 SOUTHWEST FWY SUITE 610 ROOM E,HOUSTON,TX,77074,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BLUE SHIELD HOSPICE,269 W ALAMEDA AVE SUITE B,BURBANK,CA,91502,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BLUE SKIES HOSPICE,12455 FREEDOM WAY,SAN ANTONIO,TX,78245,Not Available,3.4,0.0,0.0,13.8,82.7,9.0,66.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,44.8,9.1,Not Available,"19,792",12.1,96.7
BLUE SKY HOSPICE CARE INC,4150 WEST PEORIA AVE STE B114C,PHOENIX,AZ,85029,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"BLUE SKY HOSPICE CARE, INC.",6621 VAN NUYS BLVD SUITE 105,VAN NUYS,CA,91405,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"BLUE SKY HOSPICE, INC","8035 EAST BROWN ROAD, SUITE 200",MESA,AZ,85207,100.0,8.8,0.0,0.0,8.8,61.1,9.0,64.1,92.7,100.0,100.0,Not Available,92.7,100.0,50.0,9.1,Not Available,"21,456",5.1,85.1
"BLUE SPIRIT HOSPICE, INC",1433 W MERCED AVE UNIT 220,WEST COVINA,CA,91790,Not Available,6.1,0.0,0.0,0.0,73.2,9.0,14.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,48.5,13.0,Not Available,"26,298",6.8,93.9
"BLUE STAR HOSPICE, INC.",2023 N MASON RD SUITE 202,KATY,TX,77449,99.5,16.7,4.2,0.0,8.3,63.2,9.0,42.0,80.6,99.5,71.7,88.3,99.0,100.0,38.9,9.9,100.0,"24,589",7.1,92.6
BLUE STREAM HOSPICE AND PALLIATIVE CARE INC,2646 SOUTH LOOP WEST SUITE 635,HOUSTON,TX,77054,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BLUE SUMMIT HOSPICE,2151 FOUNTAIN DRIVE SUITE 306,SNELLVILLE,GA,30078,97.5,7.1,0.0,0.0,3.6,70.6,9.0,64.7,93.8,100.0,96.9,100.0,98.8,98.8,21.4,14.3,Not Available,"13,330",10.0,97.5
BLUE SUMMIT HOSPICE OF ROSWELL,"11113 HOUZE ROAD, SUITE 100",ROSWELL,GA,30076,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BLUE WATER HOSPICE,"3403 LAPEER RD, SUITE B101",PORT HURON,MI,48060,100.0,7.1,0.0,0.1,17.9,19.7,9.0,78.6,97.5,99.4,98.0,100.0,99.4,100.0,10.7,31.0,100.0,"6,582",22.6,96.7
"BLUE WATER HOSPICE, LLC",660 S. BAGDAD ROAD SUITE 210,LEANDER,TX,78641,98.3,0.0,6.3,0.0,6.3,77.0,7.0,78.4,96.7,100.0,100.0,100.0,96.7,100.0,68.8,12.7,100.0,"16,132",9.8,91.5
"BLUE WAVE HOSPICE, INC.",2323 W LINCOLN AVE SUITE 207A,ANAHEIM,CA,92801,100.0,6.4,2.1,0.0,12.8,78.3,9.0,Not Available,96.1,100.0,100.0,Not Available,98.0,100.0,17.0,11.8,Not Available,"21,416",13.3,71.4
BLUEBIRD HOSPICE,"3080 E GENTRY WAY, STE 203 ",MERIDIAN,ID,83642,95.9,14.3,4.1,0.0,2.0,47.8,10.0,60.0,91.2,99.3,98.1,100.0,96.6,100.0,46.9,12.7,Not Available,"16,716",7.7,93.5
BLUEBONNET HEALTH SERVICES,307 LONDONDERRY,WACO,TX,76712,97.1,11.7,2.7,0.0,9.0,71.0,9.0,40.0,92.2,100.0,92.7,99.0,98.9,99.7,45.0,9.0,95.0,"14,873",7.1,91.4
BLUEBONNET HOME HEALTH & HOSPICE COMPANY,304 EAST 11TH,FRIONA,TX,79035,100.0,0.0,0.0,0.0,0.0,84.2,7.0,36.8,96.7,100.0,95.7,100.0,100.0,100.0,25.0,8.1,Not Available,"9,496",5.1,95.6
BLUEBONNET HOME HEALTH & HOSPICE COMPANY,807 WEST AVENUE,WELLINGTON,TX,79095,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BLUEVINE HOSPICE,"6464 SAVOY DRIVE, SUITE 850",HOUSTON,TX,77036,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BON SECOURS HOSPICE,7007 HARBOUR VIEW BLVD - SUITE 114,SUFFOLK,VA,23435,97.3,5.4,1.8,0.0,12.5,25.9,10.0,41.5,96.5,99.4,99.5,99.3,99.7,99.4,26.8,16.7,100.0,"6,131",7.2,88.0
BON SECOURS HOSPICE AND PALLIATIVE CARE,2603 NINE MILE RD STE 220,RICHMOND,VA,23223,99.5,6.5,1.3,5.0,18.2,39.7,9.0,61.3,93.0,99.3,98.9,94.5,99.8,100.0,35.1,14.9,96.3,"7,475",9.9,96.9
"BONA FIDE HOSPICE, INC",5315 LAUREL CANYON BLVD SUITE 201,VALLEY VILLAGE ,CA,91607,100.0,0.0,0.0,0.2,0.0,49.0,9.0,Not Available,85.4,100.0,95.0,97.9,100.0,100.0,41.7,9.4,Not Available,"27,408",28.3,100
BOND COUNTY HEALTH DEPARTMENT,1520 SOUTH FOURTH STREET,GREENVILLE,IL,62246,100.0,0.0,0.0,1.2,25.0,31.4,8.0,13.1,94.2,98.1,100.0,96.2,100.0,100.0,50.0,9.8,Not Available,"9,982",3.6,87.8
BONITA SPRINGS HOSPICE CARE LLC,"8545 MONTEREY ROAD, SUITE B",GILROY,CA,95020,100.0,6.3,3.2,0.1,1.6,59.4,8.0,3.6,96.8,100.0,98.9,100.0,97.9,100.0,60.3,10.7,100.0,"29,648",5.6,78.1
BONNER COMMUNITY HOSPICE,520 NORTH THIRD AVENUE,SANDPOINT,ID,83864,99.2,0.0,0.0,0.0,25.0,68.1,8.0,20.5,70.2,100.0,100.0,60.0,93.9,100.0,30.0,13.1,100.0,"7,838",13.3,80.0
BONUM HOSPICE SERVICES,"2000 WEST MAGNOLIA BLVD, STE. 208",BURBANK,CA,91506,100.0,12.0,0.0,0.2,2.0,61.9,10.0,10.3,97.2,99.1,100.0,96.9,99.1,99.1,52.0,13.9,100.0,"20,743",10.1,89.9
BOSQUE TRAILS HOSPICE LLC,"303 SAN MATEO BLVD. NE, SUITE 104",ALBUQUERQUE,NM,87108,100.0,0.0,0.0,0.0,7.7,38.1,10.0,79.7,98.9,100.0,97.8,100.0,100.0,100.0,7.7,19.7,100.0,"10,677",6.7,97.5
BRADFORD HEALTHCARE,1916 ORANGE TREE LANE SUITE 450A,REDLANDS,CA,92374,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
"BRAND HOSPICE CARE, INC",7630 VINELAND AVE SUITE 209A,SUN VALLEY,CA,91352,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
BRANDYWINE RIVER VALLEY HOSPICE,1011 W BALTIMORE PIKE,WEST GROVE,PA,19390,100.0,7.7,3.8,0.0,3.8,22.8,10.0,83.6,100.0,100.0,100.0,100.0,100.0,100.0,34.6,12.6,Not Available,"21,087",12.6,96.9
BRANFORD VNA & GUILFORD VNA,"753 BOSTON POST ROAD, SUITE 200",GUILFORD,CT,6437,100.0,6.3,1.6,0.1,14.3,34.2,9.0,39.7,100.0,100.0,100.0,100.0,100.0,100.0,36.5,19.8,100.0,"14,461",8.3,93.7
BRAVO HOSPICE AND PALLIATIVE CARE,"18531 ROSCOE BLVD, 204",NORTHRIDGE,CA,91324,100.0,10.0,0.0,0.5,5.0,35.1,10.0,48.3,92.2,100.0,97.1,92.6,100.0,100.0,32.5,15.5,Not Available,"23,907",17.7,97.5
BREEZE HOSPICE LLC,"14 PARK PLACE, STE B",SWANSEA,IL,62226,82.6,11.8,0.0,0.0,5.9,12.5,9.0,18.6,80.3,100.0,92.7,100.0,99.2,100.0,26.5,11.6,100.0,"13,196",1.4,84.0
BREEZE HOSPICE LLC,2665 VILLA CREEK DRIVE SUITE 206B,FARMERS BRANCH,TX,75234,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
